,Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
4179,Addis Ababa Central,PM2.5 - Principal,2018-07-16 13:00:00,2018,7,16,13,48.0,132,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
4180,Addis Ababa Central,PM2.5 - Principal,2018-07-16 14:00:00,2018,7,16,14,48.9,134,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
4181,Addis Ababa Central,PM2.5 - Principal,2018-07-16 15:00:00,2018,7,16,15,44.3,123,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
4182,Addis Ababa Central,PM2.5 - Principal,2018-07-16 16:00:00,2018,7,16,16,40.9,114,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
4183,Addis Ababa Central,PM2.5 - Principal,2018-07-16 17:00:00,2018,7,16,17,39.1,110,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
4184,Addis Ababa Central,PM2.5 - Principal,2018-07-16 18:00:00,2018,7,16,18,41.4,116,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
4185,Addis Ababa Central,PM2.5 - Principal,2018-07-16 19:00:00,2018,7,16,19,52.5,143,Unhealthy for Sensitive Groups,65.0,UG/M3,1 Hr,Valid
4186,Addis Ababa Central,PM2.5 - Principal,2018-07-16 20:00:00,2018,7,16,20,61.5,154,Unhealthy,70.0,UG/M3,1 Hr,Valid
4187,Addis Ababa Central,PM2.5 - Principal,2018-07-16 21:00:00,2018,7,16,21,51.2,140,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
4188,Addis Ababa Central,PM2.5 - Principal,2018-07-16 22:00:00,2018,7,16,22,71.1,159,Unhealthy,91.0,UG/M3,1 Hr,Valid
4189,Addis Ababa Central,PM2.5 - Principal,2018-07-16 23:00:00,2018,7,16,23,69.0,158,Unhealthy,67.0,UG/M3,1 Hr,Valid
4190,Addis Ababa Central,PM2.5 - Principal,2018-07-17 00:00:00,2018,7,17,0,44.0,122,Unhealthy for Sensitive Groups,19.0,UG/M3,1 Hr,Valid
4191,Addis Ababa Central,PM2.5 - Principal,2018-07-17 01:00:00,2018,7,17,1,29.0,87,Moderate,14.0,UG/M3,1 Hr,Valid
4192,Addis Ababa Central,PM2.5 - Principal,2018-07-17 02:00:00,2018,7,17,2,20.5,69,Moderate,12.0,UG/M3,1 Hr,Valid
4193,Addis Ababa Central,PM2.5 - Principal,2018-07-17 03:00:00,2018,7,17,3,18.2,64,Moderate,16.0,UG/M3,1 Hr,Valid
4194,Addis Ababa Central,PM2.5 - Principal,2018-07-17 04:00:00,2018,7,17,4,23.6,75,Moderate,29.0,UG/M3,1 Hr,Valid
4195,Addis Ababa Central,PM2.5 - Principal,2018-07-17 05:00:00,2018,7,17,5,15.8,59,Moderate,8.0,UG/M3,1 Hr,Valid
4196,Addis Ababa Central,PM2.5 - Principal,2018-07-17 06:00:00,2018,7,17,6,11.8,49,Good,8.0,UG/M3,1 Hr,Valid
4197,Addis Ababa Central,PM2.5 - Principal,2018-07-17 07:00:00,2018,7,17,7,13.9,55,Moderate,16.0,UG/M3,1 Hr,Valid
4198,Addis Ababa Central,PM2.5 - Principal,2018-07-17 08:00:00,2018,7,17,8,23.9,76,Moderate,34.0,UG/M3,1 Hr,Valid
4199,Addis Ababa Central,PM2.5 - Principal,2018-07-17 09:00:00,2018,7,17,9,24.9,78,Moderate,26.0,UG/M3,1 Hr,Valid
4200,Addis Ababa Central,PM2.5 - Principal,2018-07-17 10:00:00,2018,7,17,10,24.9,78,Moderate,25.0,UG/M3,1 Hr,Valid
4201,Addis Ababa Central,PM2.5 - Principal,2018-07-17 11:00:00,2018,7,17,11,28.4,85,Moderate,32.0,UG/M3,1 Hr,Valid
4202,Addis Ababa Central,PM2.5 - Principal,2018-07-17 12:00:00,2018,7,17,12,31.7,92,Moderate,35.0,UG/M3,1 Hr,Valid
4203,Addis Ababa Central,PM2.5 - Principal,2018-07-17 13:00:00,2018,7,17,13,27.8,84,Moderate,24.0,UG/M3,1 Hr,Valid
4204,Addis Ababa Central,PM2.5 - Principal,2018-07-17 14:00:00,2018,7,17,14,25.4,79,Moderate,23.0,UG/M3,1 Hr,Valid
4205,Addis Ababa Central,PM2.5 - Principal,2018-07-17 15:00:00,2018,7,17,15,23.7,75,Moderate,22.0,UG/M3,1 Hr,Valid
4206,Addis Ababa Central,PM2.5 - Principal,2018-07-17 16:00:00,2018,7,17,16,23.3,75,Moderate,23.0,UG/M3,1 Hr,Valid
4207,Addis Ababa Central,PM2.5 - Principal,2018-07-17 17:00:00,2018,7,17,17,21.1,70,Moderate,19.0,UG/M3,1 Hr,Valid
4208,Addis Ababa Central,PM2.5 - Principal,2018-07-17 18:00:00,2018,7,17,18,24.5,77,Moderate,28.0,UG/M3,1 Hr,Valid
4209,Addis Ababa Central,PM2.5 - Principal,2018-07-17 19:00:00,2018,7,17,19,35.8,102,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
4210,Addis Ababa Central,PM2.5 - Principal,2018-07-17 20:00:00,2018,7,17,20,40.4,113,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
4211,Addis Ababa Central,PM2.5 - Principal,2018-07-17 21:00:00,2018,7,17,21,44.7,124,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
4212,Addis Ababa Central,PM2.5 - Principal,2018-07-17 22:00:00,2018,7,17,22,37.3,105,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
4213,Addis Ababa Central,PM2.5 - Principal,2018-07-17 23:00:00,2018,7,17,23,24.1,76,Moderate,11.0,UG/M3,1 Hr,Valid
4214,Addis Ababa Central,PM2.5 - Principal,2018-07-18 00:00:00,2018,7,18,0,19.5,67,Moderate,15.0,UG/M3,1 Hr,Valid
4215,Addis Ababa Central,PM2.5 - Principal,2018-07-18 01:00:00,2018,7,18,1,16.7,61,Moderate,14.0,UG/M3,1 Hr,Valid
4216,Addis Ababa Central,PM2.5 - Principal,2018-07-18 02:00:00,2018,7,18,2,14.8,57,Moderate,13.0,UG/M3,1 Hr,Valid
4217,Addis Ababa Central,PM2.5 - Principal,2018-07-18 03:00:00,2018,7,18,3,12.9,53,Moderate,11.0,UG/M3,1 Hr,Valid
4218,Addis Ababa Central,PM2.5 - Principal,2018-07-18 04:00:00,2018,7,18,4,10.9,45,Good,9.0,UG/M3,1 Hr,Valid
4219,Addis Ababa Central,PM2.5 - Principal,2018-07-18 05:00:00,2018,7,18,5,8.4,35,Good,6.0,UG/M3,1 Hr,Valid
4220,Addis Ababa Central,PM2.5 - Principal,2018-07-18 06:00:00,2018,7,18,6,7.7,32,Good,7.0,UG/M3,1 Hr,Valid
4221,Addis Ababa Central,PM2.5 - Principal,2018-07-18 07:00:00,2018,7,18,7,7.3,30,Good,7.0,UG/M3,1 Hr,Valid
4222,Addis Ababa Central,PM2.5 - Principal,2018-07-18 08:00:00,2018,7,18,8,10.1,42,Good,13.0,UG/M3,1 Hr,Valid
4223,Addis Ababa Central,PM2.5 - Principal,2018-07-18 09:00:00,2018,7,18,9,26.5,81,Moderate,43.0,UG/M3,1 Hr,Valid
4224,Addis Ababa Central,PM2.5 - Principal,2018-07-18 10:00:00,2018,7,18,10,40.7,114,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
4225,Addis Ababa Central,PM2.5 - Principal,2018-07-18 11:00:00,2018,7,18,11,54.4,148,Unhealthy for Sensitive Groups,68.0,UG/M3,1 Hr,Valid
4226,Addis Ababa Central,PM2.5 - Principal,2018-07-18 12:00:00,2018,7,18,12,39.2,110,Unhealthy for Sensitive Groups,24.0,UG/M3,1 Hr,Valid
4227,Addis Ababa Central,PM2.5 - Principal,2018-07-18 13:00:00,2018,7,18,13,42.1,117,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
4228,Addis Ababa Central,PM2.5 - Principal,2018-07-18 14:00:00,2018,7,18,14,46.0,127,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
4229,Addis Ababa Central,PM2.5 - Principal,2018-07-18 15:00:00,2018,7,18,15,50.0,137,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
4230,Addis Ababa Central,PM2.5 - Principal,2018-07-18 16:00:00,2018,7,18,16,55.5,151,Unhealthy,61.0,UG/M3,1 Hr,Valid
4231,Addis Ababa Central,PM2.5 - Principal,2018-07-18 17:00:00,2018,7,18,17,59.7,153,Unhealthy,64.0,UG/M3,1 Hr,Valid
4232,Addis Ababa Central,PM2.5 - Principal,2018-07-18 18:00:00,2018,7,18,18,55.3,150,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
4233,Addis Ababa Central,PM2.5 - Principal,2018-07-18 19:00:00,2018,7,18,19,56.7,152,Unhealthy,58.0,UG/M3,1 Hr,Valid
4234,Addis Ababa Central,PM2.5 - Principal,2018-07-18 20:00:00,2018,7,18,20,42.8,119,Unhealthy for Sensitive Groups,29.0,UG/M3,1 Hr,Valid
4235,Addis Ababa Central,PM2.5 - Principal,2018-07-18 21:00:00,2018,7,18,21,33.9,97,Moderate,25.0,UG/M3,1 Hr,Valid
4236,Addis Ababa Central,PM2.5 - Principal,2018-07-18 22:00:00,2018,7,18,22,32.4,94,Moderate,31.0,UG/M3,1 Hr,Valid
4237,Addis Ababa Central,PM2.5 - Principal,2018-07-18 23:00:00,2018,7,18,23,29.7,88,Moderate,27.0,UG/M3,1 Hr,Valid
4238,Addis Ababa Central,PM2.5 - Principal,2018-07-19 00:00:00,2018,7,19,0,27.3,83,Moderate,25.0,UG/M3,1 Hr,Valid
4239,Addis Ababa Central,PM2.5 - Principal,2018-07-19 01:00:00,2018,7,19,1,27.6,84,Moderate,28.0,UG/M3,1 Hr,Valid
4240,Addis Ababa Central,PM2.5 - Principal,2018-07-19 02:00:00,2018,7,19,2,28.3,85,Moderate,29.0,UG/M3,1 Hr,Valid
4241,Addis Ababa Central,PM2.5 - Principal,2018-07-19 03:00:00,2018,7,19,3,22.6,73,Moderate,17.0,UG/M3,1 Hr,Valid
4242,Addis Ababa Central,PM2.5 - Principal,2018-07-19 04:00:00,2018,7,19,4,18.3,64,Moderate,14.0,UG/M3,1 Hr,Valid
4243,Addis Ababa Central,PM2.5 - Principal,2018-07-19 05:00:00,2018,7,19,5,14.6,56,Moderate,11.0,UG/M3,1 Hr,Valid
4244,Addis Ababa Central,PM2.5 - Principal,2018-07-19 06:00:00,2018,7,19,6,13.8,55,Moderate,13.0,UG/M3,1 Hr,Valid
4245,Addis Ababa Central,PM2.5 - Principal,2018-07-19 07:00:00,2018,7,19,7,16.9,61,Moderate,20.0,UG/M3,1 Hr,Valid
4246,Addis Ababa Central,PM2.5 - Principal,2018-07-19 08:00:00,2018,7,19,8,26.4,81,Moderate,36.0,UG/M3,1 Hr,Valid
4247,Addis Ababa Central,PM2.5 - Principal,2018-07-19 09:00:00,2018,7,19,9,28.7,86,Moderate,31.0,UG/M3,1 Hr,Valid
4248,Addis Ababa Central,PM2.5 - Principal,2018-07-19 10:00:00,2018,7,19,10,25.3,79,Moderate,22.0,UG/M3,1 Hr,Valid
4249,Addis Ababa Central,PM2.5 - Principal,2018-07-19 11:00:00,2018,7,19,11,25.6,79,Moderate,26.0,UG/M3,1 Hr,Valid
4250,Addis Ababa Central,PM2.5 - Principal,2018-07-19 12:00:00,2018,7,19,12,29.8,88,Moderate,34.0,UG/M3,1 Hr,Valid
4251,Addis Ababa Central,PM2.5 - Principal,2018-07-19 13:00:00,2018,7,19,13,39.9,112,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
4252,Addis Ababa Central,PM2.5 - Principal,2018-07-19 14:00:00,2018,7,19,14,35.9,102,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
4253,Addis Ababa Central,PM2.5 - Principal,2018-07-19 15:00:00,2018,7,19,15,33.9,97,Moderate,32.0,UG/M3,1 Hr,Valid
4254,Addis Ababa Central,PM2.5 - Principal,2018-07-19 16:00:00,2018,7,19,16,36.4,103,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
4255,Addis Ababa Central,PM2.5 - Principal,2018-07-19 17:00:00,2018,7,19,17,37.2,105,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
4256,Addis Ababa Central,PM2.5 - Principal,2018-07-19 18:00:00,2018,7,19,18,36.6,104,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
4257,Addis Ababa Central,PM2.5 - Principal,2018-07-19 19:00:00,2018,7,19,19,32.8,95,Moderate,29.0,UG/M3,1 Hr,Valid
4258,Addis Ababa Central,PM2.5 - Principal,2018-07-19 20:00:00,2018,7,19,20,36.9,104,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
4259,Addis Ababa Central,PM2.5 - Principal,2018-07-19 21:00:00,2018,7,19,21,37.4,106,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
4260,Addis Ababa Central,PM2.5 - Principal,2018-07-19 22:00:00,2018,7,19,22,39.6,111,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
4261,Addis Ababa Central,PM2.5 - Principal,2018-07-19 23:00:00,2018,7,19,23,44.9,124,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
4262,Addis Ababa Central,PM2.5 - Principal,2018-07-20 00:00:00,2018,7,20,0,37.9,107,Unhealthy for Sensitive Groups,29.0,UG/M3,1 Hr,Valid
4263,Addis Ababa Central,PM2.5 - Principal,2018-07-20 01:00:00,2018,7,20,1,33.9,97,Moderate,29.0,UG/M3,1 Hr,Valid
4264,Addis Ababa Central,PM2.5 - Principal,2018-07-20 02:00:00,2018,7,20,2,21.1,70,Moderate,9.0,UG/M3,1 Hr,Valid
4265,Addis Ababa Central,PM2.5 - Principal,2018-07-20 03:00:00,2018,7,20,3,14.0,55,Moderate,7.0,UG/M3,1 Hr,Valid
4266,Addis Ababa Central,PM2.5 - Principal,2018-07-20 04:00:00,2018,7,20,4,11.0,46,Good,8.0,UG/M3,1 Hr,Valid
4267,Addis Ababa Central,PM2.5 - Principal,2018-07-20 05:00:00,2018,7,20,5,12.0,50,Good,13.0,UG/M3,1 Hr,Valid
4268,Addis Ababa Central,PM2.5 - Principal,2018-07-20 06:00:00,2018,7,20,6,14.0,55,Moderate,16.0,UG/M3,1 Hr,Valid
4269,Addis Ababa Central,PM2.5 - Principal,2018-07-20 07:00:00,2018,7,20,7,16.4,60,Moderate,19.0,UG/M3,1 Hr,Valid
4270,Addis Ababa Central,PM2.5 - Principal,2018-07-20 08:00:00,2018,7,20,8,22.2,72,Moderate,28.0,UG/M3,1 Hr,Valid
4271,Addis Ababa Central,PM2.5 - Principal,2018-07-20 09:00:00,2018,7,20,9,26.6,81,Moderate,31.0,UG/M3,1 Hr,Valid
4272,Addis Ababa Central,PM2.5 - Principal,2018-07-20 10:00:00,2018,7,20,10,28.3,85,Moderate,30.0,UG/M3,1 Hr,Valid
4273,Addis Ababa Central,PM2.5 - Principal,2018-07-20 11:00:00,2018,7,20,11,30.6,90,Moderate,33.0,UG/M3,1 Hr,Valid
4274,Addis Ababa Central,PM2.5 - Principal,2018-07-20 12:00:00,2018,7,20,12,29.8,88,Moderate,29.0,UG/M3,1 Hr,Valid
4275,Addis Ababa Central,PM2.5 - Principal,2018-07-20 13:00:00,2018,7,20,13,28.4,85,Moderate,27.0,UG/M3,1 Hr,Valid
4276,Addis Ababa Central,PM2.5 - Principal,2018-07-20 14:00:00,2018,7,20,14,32.7,94,Moderate,37.0,UG/M3,1 Hr,Valid
4277,Addis Ababa Central,PM2.5 - Principal,2018-07-20 15:00:00,2018,7,20,15,36.8,104,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
4278,Addis Ababa Central,PM2.5 - Principal,2018-07-20 16:00:00,2018,7,20,16,49.9,136,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid
4279,Addis Ababa Central,PM2.5 - Principal,2018-07-20 17:00:00,2018,7,20,17,49.9,136,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
4280,Addis Ababa Central,PM2.5 - Principal,2018-07-20 18:00:00,2018,7,20,18,54.9,149,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
4281,Addis Ababa Central,PM2.5 - Principal,2018-07-20 19:00:00,2018,7,20,19,64.0,155,Unhealthy,73.0,UG/M3,1 Hr,Valid
4282,Addis Ababa Central,PM2.5 - Principal,2018-07-20 20:00:00,2018,7,20,20,61.5,154,Unhealthy,59.0,UG/M3,1 Hr,Valid
4283,Addis Ababa Central,PM2.5 - Principal,2018-07-20 21:00:00,2018,7,20,21,54.2,147,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
4284,Addis Ababa Central,PM2.5 - Principal,2018-07-20 22:00:00,2018,7,20,22,43.1,120,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
4285,Addis Ababa Central,PM2.5 - Principal,2018-07-20 23:00:00,2018,7,20,23,38.0,107,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
4286,Addis Ababa Central,PM2.5 - Principal,2018-07-21 00:00:00,2018,7,21,0,31.0,91,Moderate,24.0,UG/M3,1 Hr,Valid
4287,Addis Ababa Central,PM2.5 - Principal,2018-07-21 01:00:00,2018,7,21,1,24.0,76,Moderate,17.0,UG/M3,1 Hr,Valid
4288,Addis Ababa Central,PM2.5 - Principal,2018-07-21 02:00:00,2018,7,21,2,22.0,72,Moderate,20.0,UG/M3,1 Hr,Valid
4289,Addis Ababa Central,PM2.5 - Principal,2018-07-21 03:00:00,2018,7,21,3,18.9,65,Moderate,16.0,UG/M3,1 Hr,Valid
4290,Addis Ababa Central,PM2.5 - Principal,2018-07-21 04:00:00,2018,7,21,4,15.9,59,Moderate,13.0,UG/M3,1 Hr,Valid
4291,Addis Ababa Central,PM2.5 - Principal,2018-07-21 05:00:00,2018,7,21,5,15.9,59,Moderate,16.0,UG/M3,1 Hr,Valid
4292,Addis Ababa Central,PM2.5 - Principal,2018-07-21 06:00:00,2018,7,21,6,15.4,58,Moderate,15.0,UG/M3,1 Hr,Valid
4293,Addis Ababa Central,PM2.5 - Principal,2018-07-21 07:00:00,2018,7,21,7,18.2,64,Moderate,21.0,UG/M3,1 Hr,Valid
4294,Addis Ababa Central,PM2.5 - Principal,2018-07-21 08:00:00,2018,7,21,8,17.6,63,Moderate,17.0,UG/M3,1 Hr,Valid
4295,Addis Ababa Central,PM2.5 - Principal,2018-07-21 09:00:00,2018,7,21,9,24.3,77,Moderate,31.0,UG/M3,1 Hr,Valid
4296,Addis Ababa Central,PM2.5 - Principal,2018-07-21 10:00:00,2018,7,21,10,42.1,117,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
4297,Addis Ababa Central,PM2.5 - Principal,2018-07-21 11:00:00,2018,7,21,11,38.5,108,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
4298,Addis Ababa Central,PM2.5 - Principal,2018-07-21 12:00:00,2018,7,21,12,33.2,95,Moderate,28.0,UG/M3,1 Hr,Valid
4299,Addis Ababa Central,PM2.5 - Principal,2018-07-21 13:00:00,2018,7,21,13,46.6,128,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
4300,Addis Ababa Central,PM2.5 - Principal,2018-07-21 14:00:00,2018,7,21,14,47.3,130,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
4301,Addis Ababa Central,PM2.5 - Principal,2018-07-21 15:00:00,2018,7,21,15,45.6,126,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
4302,Addis Ababa Central,PM2.5 - Principal,2018-07-21 16:00:00,2018,7,21,16,49.3,135,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
4303,Addis Ababa Central,PM2.5 - Principal,2018-07-21 17:00:00,2018,7,21,17,48.6,133,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
4304,Addis Ababa Central,PM2.5 - Principal,2018-07-21 18:00:00,2018,7,21,18,53.3,145,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
4305,Addis Ababa Central,PM2.5 - Principal,2018-07-21 19:00:00,2018,7,21,19,47.1,130,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
4306,Addis Ababa Central,PM2.5 - Principal,2018-07-21 20:00:00,2018,7,21,20,42.0,117,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
4307,Addis Ababa Central,PM2.5 - Principal,2018-07-21 21:00:00,2018,7,21,21,38.0,107,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
4308,Addis Ababa Central,PM2.5 - Principal,2018-07-21 22:00:00,2018,7,21,22,37.0,105,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
4309,Addis Ababa Central,PM2.5 - Principal,2018-07-21 23:00:00,2018,7,21,23,35.5,101,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
4310,Addis Ababa Central,PM2.5 - Principal,2018-07-22 00:00:00,2018,7,22,0,31.2,91,Moderate,27.0,UG/M3,1 Hr,Valid
4311,Addis Ababa Central,PM2.5 - Principal,2018-07-22 01:00:00,2018,7,22,1,30.6,90,Moderate,30.0,UG/M3,1 Hr,Valid
4312,Addis Ababa Central,PM2.5 - Principal,2018-07-22 02:00:00,2018,7,22,2,24.8,78,Moderate,19.0,UG/M3,1 Hr,Valid
4313,Addis Ababa Central,PM2.5 - Principal,2018-07-22 03:00:00,2018,7,22,3,18.4,64,Moderate,12.0,UG/M3,1 Hr,Valid
4314,Addis Ababa Central,PM2.5 - Principal,2018-07-22 04:00:00,2018,7,22,4,16.6,60,Moderate,15.0,UG/M3,1 Hr,Valid
4315,Addis Ababa Central,PM2.5 - Principal,2018-07-22 05:00:00,2018,7,22,5,16.8,61,Moderate,17.0,UG/M3,1 Hr,Valid
4316,Addis Ababa Central,PM2.5 - Principal,2018-07-22 06:00:00,2018,7,22,6,20.9,70,Moderate,25.0,UG/M3,1 Hr,Valid
4317,Addis Ababa Central,PM2.5 - Principal,2018-07-22 07:00:00,2018,7,22,7,28.9,86,Moderate,37.0,UG/M3,1 Hr,Valid
4318,Addis Ababa Central,PM2.5 - Principal,2018-07-22 08:00:00,2018,7,22,8,33.9,97,Moderate,39.0,UG/M3,1 Hr,Valid
4319,Addis Ababa Central,PM2.5 - Principal,2018-07-22 09:00:00,2018,7,22,9,39.4,111,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
4320,Addis Ababa Central,PM2.5 - Principal,2018-07-22 10:00:00,2018,7,22,10,38.2,108,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
4321,Addis Ababa Central,PM2.5 - Principal,2018-07-22 11:00:00,2018,7,22,11,34.1,97,Moderate,30.0,UG/M3,1 Hr,Valid
4322,Addis Ababa Central,PM2.5 - Principal,2018-07-22 12:00:00,2018,7,22,12,34.0,97,Moderate,34.0,UG/M3,1 Hr,Valid
4323,Addis Ababa Central,PM2.5 - Principal,2018-07-22 13:00:00,2018,7,22,13,34.5,98,Moderate,35.0,UG/M3,1 Hr,Valid
4324,Addis Ababa Central,PM2.5 - Principal,2018-07-22 14:00:00,2018,7,22,14,34.2,97,Moderate,34.0,UG/M3,1 Hr,Valid
4325,Addis Ababa Central,PM2.5 - Principal,2018-07-22 15:00:00,2018,7,22,15,30.6,90,Moderate,27.0,UG/M3,1 Hr,Valid
4326,Addis Ababa Central,PM2.5 - Principal,2018-07-22 16:00:00,2018,7,22,16,33.3,96,Moderate,36.0,UG/M3,1 Hr,Valid
4327,Addis Ababa Central,PM2.5 - Principal,2018-07-22 17:00:00,2018,7,22,17,32.2,93,Moderate,31.0,UG/M3,1 Hr,Valid
4328,Addis Ababa Central,PM2.5 - Principal,2018-07-22 18:00:00,2018,7,22,18,33.4,96,Moderate,35.0,UG/M3,1 Hr,Valid
4329,Addis Ababa Central,PM2.5 - Principal,2018-07-22 19:00:00,2018,7,22,19,36.0,102,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
4330,Addis Ababa Central,PM2.5 - Principal,2018-07-22 20:00:00,2018,7,22,20,33.6,96,Moderate,30.0,UG/M3,1 Hr,Valid
4331,Addis Ababa Central,PM2.5 - Principal,2018-07-22 21:00:00,2018,7,22,21,28.3,85,Moderate,22.0,UG/M3,1 Hr,Valid
4332,Addis Ababa Central,PM2.5 - Principal,2018-07-22 22:00:00,2018,7,22,22,25.9,80,Moderate,23.0,UG/M3,1 Hr,Valid
4333,Addis Ababa Central,PM2.5 - Principal,2018-07-22 23:00:00,2018,7,22,23,22.1,72,Moderate,19.0,UG/M3,1 Hr,Valid
4334,Addis Ababa Central,PM2.5 - Principal,2018-07-23 00:00:00,2018,7,23,0,20.5,69,Moderate,19.0,UG/M3,1 Hr,Valid
4335,Addis Ababa Central,PM2.5 - Principal,2018-07-23 01:00:00,2018,7,23,1,17.2,62,Moderate,14.0,UG/M3,1 Hr,Valid
4336,Addis Ababa Central,PM2.5 - Principal,2018-07-23 02:00:00,2018,7,23,2,16.6,60,Moderate,16.0,UG/M3,1 Hr,Valid
4337,Addis Ababa Central,PM2.5 - Principal,2018-07-23 03:00:00,2018,7,23,3,15.3,58,Moderate,14.0,UG/M3,1 Hr,Valid
4338,Addis Ababa Central,PM2.5 - Principal,2018-07-23 04:00:00,2018,7,23,4,16.1,59,Moderate,17.0,UG/M3,1 Hr,Valid
4339,Addis Ababa Central,PM2.5 - Principal,2018-07-23 05:00:00,2018,7,23,5,16.5,60,Moderate,17.0,UG/M3,1 Hr,Valid
4340,Addis Ababa Central,PM2.5 - Principal,2018-07-23 06:00:00,2018,7,23,6,19.2,66,Moderate,22.0,UG/M3,1 Hr,Valid
4341,Addis Ababa Central,PM2.5 - Principal,2018-07-23 07:00:00,2018,7,23,7,22.6,73,Moderate,26.0,UG/M3,1 Hr,Valid
4342,Addis Ababa Central,PM2.5 - Principal,2018-07-23 08:00:00,2018,7,23,8,27.3,83,Moderate,32.0,UG/M3,1 Hr,Valid
4343,Addis Ababa Central,PM2.5 - Principal,2018-07-23 09:00:00,2018,7,23,9,43.6,121,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
4344,Addis Ababa Central,PM2.5 - Principal,2018-07-23 10:00:00,2018,7,23,10,49.8,136,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
4345,Addis Ababa Central,PM2.5 - Principal,2018-07-23 11:00:00,2018,7,23,11,46.4,128,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
4346,Addis Ababa Central,PM2.5 - Principal,2018-07-23 12:00:00,2018,7,23,12,42.7,119,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
4347,Addis Ababa Central,PM2.5 - Principal,2018-07-23 13:00:00,2018,7,23,13,42.3,118,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
4348,Addis Ababa Central,PM2.5 - Principal,2018-07-23 14:00:00,2018,7,23,14,38.6,109,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
4349,Addis Ababa Central,PM2.5 - Principal,2018-07-23 15:00:00,2018,7,23,15,38.3,108,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
4350,Addis Ababa Central,PM2.5 - Principal,2018-07-23 16:00:00,2018,7,23,16,31.6,92,Moderate,25.0,UG/M3,1 Hr,Valid
